Acumulado;Fechaacumulado;fecha
11,732;2017-12-2908:00:00;2017-12-29-00:00:00
12,159;2017-12-3008:00:00;2017-12-30-00:00:00
12,65;2017-12-3108:00:00;2017-12-31-00:00:00
13,114;2018-01-0108:00:00;2018-01-01-00:00:00
13,531;2018-01-0208:00:00;2018-01-02-00:00:00
13,955;2018-01-0308:00:00;2018-01-03-00:00:00
14,669;2018-01-0408:00:00;2018-01-04-00:00:00
15,372;2018-01-0508:00:00;2018-01-05-00:00:00
16,093;2018-01-0608:00:00;2018-01-06-00:00:00
16,907;2018-01-0708:00:00;2018-01-07-00:00:00
17,537;2018-01-0808:00:00;2018-01-08-00:00:00
18,07;2018-01-0908:00:00;2018-01-09-00:00:00
18,545;2018-01-1008:00:00;2018-01-10-00:00:00
19,072;2018-01-1108:00:00;2018-01-11-00:00:00
19,607;2018-01-1208:00:00;2018-01-12-00:00:00
20,08;2018-01-1308:00:00;2018-01-13-00:00:00
20,501;2018-01-1408:00:00;2018-01-14-00:00:00
20,868;2018-01-1508:00:00;2018-01-15-00:00:00
21,166;2018-01-1608:00:00;2018-01-16-00:00:00
21,599;2018-01-1708:00:00;2018-01-17-00:00:00
22,221;2018-01-1808:00:00;2018-01-18-00:00:00
22,728;2018-01-1908:00:00;2018-01-19-00:00:00
23,166;2018-01-2008:00:00;2018-01-20-00:00:00
23,596;2018-01-2108:00:00;2018-01-21-00:00:00
24,043;2018-01-2208:00:00;2018-01-22-00:00:00
24,469;2018-01-2308:00:00;2018-01-23-00:00:00
24,925;2018-01-2408:00:00;2018-01-24-00:00:00
25,346;2018-01-2508:00:00;2018-01-25-00:00:00
25,758;2018-01-2608:00:00;2018-01-26-00:00:00
26,16;2018-01-2708:00:00;2018-01-27-00:00:00
26,498;2018-01-2808:00:00;2018-01-28-00:00:00
26,879;2018-01-2908:00:00;2018-01-29-00:00:00
27,222;2018-01-3008:00:00;2018-01-30-00:00:00
27,553;2018-01-3108:00:00;2018-01-31-00:00:00
27,848;2018-02-0108:00:00;2018-02-01-00:00:00
28,209;2018-02-0208:00:00;2018-02-02-00:00:00
28,476;2018-02-0308:00:00;2018-02-03-00:00:00
28,786;2018-02-0408:00:00;2018-02-04-00:00:00
29,072;2018-02-0508:00:00;2018-02-05-00:00:00
29,345;2018-02-0608:00:00;2018-02-06-00:00:00
29,633;2018-02-0708:00:00;2018-02-07-00:00:00
29,85;2018-02-0808:00:00;2018-02-08-00:00:00
30,082;2018-02-0908:00:00;2018-02-09-00:00:00
30,316;2018-02-1008:00:00;2018-02-10-00:00:00
30,535;2018-02-1108:00:00;2018-02-11-00:00:00
30,919;2018-02-1208:00:00;2018-02-12-00:00:00
31,379;2018-02-1308:00:00;2018-02-13-00:00:00
31,829;2018-02-1408:00:00;2018-02-14-00:00:00
32,953;2018-02-1508:00:00;2018-02-15-00:00:00
34,446;2018-02-1608:00:00;2018-02-16-00:00:00
35,897;2018-02-1708:00:00;2018-02-17-00:00:00
37,136;2018-02-1808:00:00;2018-02-18-00:00:00
38,148;2018-02-1908:00:00;2018-02-19-00:00:00
39,076;2018-02-2008:00:00;2018-02-20-00:00:00
40,051;2018-02-2108:00:00;2018-02-21-00:00:00
40,867;2018-02-2208:00:00;2018-02-22-00:00:00
41,551;2018-02-2308:00:00;2018-02-23-00:00:00
42,136;2018-02-2408:00:00;2018-02-24-00:00:00
42,636;2018-02-2508:00:00;2018-02-25-00:00:00
43,086;2018-02-2608:00:00;2018-02-26-00:00:00
43,484;2018-02-2708:00:00;2018-02-27-00:00:00
43,866;2018-02-2808:00:00;2018-02-28-00:00:00
45,829;2018-03-0108:00:00;2018-03-01-00:00:00
48,508;2018-03-0208:00:00;2018-03-02-00:00:00
50,785;2018-03-0308:00:00;2018-03-03-00:00:00
53,405;2018-03-0408:00:00;2018-03-04-00:00:00
55,838;2018-03-0508:00:00;2018-03-05-00:00:00
57,205;2018-03-0608:00:00;2018-03-06-00:00:00
57,908;2018-03-0708:00:00;2018-03-07-00:00:00
58,506;2018-03-0808:00:00;2018-03-08-00:00:00
58,908;2018-03-0908:00:00;2018-03-09-00:00:00
59,931;2018-03-1008:00:00;2018-03-10-00:00:00
60,648;2018-03-1108:00:00;2018-03-11-00:00:00
59,356;2018-03-1208:00:00;2018-03-12-00:00:00
58,863;2018-03-1308:00:00;2018-03-13-00:00:00
58,796;2018-03-1408:00:00;2018-03-14-00:00:00
59,491;2018-03-1508:00:00;2018-03-15-00:00:00
59,559;2018-03-1608:00:00;2018-03-16-00:00:00
59,221;2018-03-1708:00:00;2018-03-17-00:00:00
58,93;2018-03-1808:00:00;2018-03-18-00:00:00
58,662;2018-03-1908:00:00;2018-03-19-00:00:00
58,439;2018-03-2008:00:00;2018-03-20-00:00:00
58,24;2018-03-2108:00:00;2018-03-21-00:00:00
58,284;2018-03-2208:00:00;2018-03-22-00:00:00
58,351;2018-03-2308:00:00;2018-03-23-00:00:00
58,662;2018-03-2408:00:00;2018-03-24-00:00:00
59,154;2018-03-2508:00:00;2018-03-25-00:00:00
59,468;2018-03-2608:00:00;2018-03-26-00:00:00
59,626;2018-03-2708:00:00;2018-03-27-00:00:00
59,807;2018-03-2808:00:00;2018-03-28-00:00:00
60,056;2018-03-2908:00:00;2018-03-29-00:00:00
60,397;2018-03-3008:00:00;2018-03-30-00:00:00
60,671;2018-03-3108:00:00;2018-03-31-00:00:00
60,831;2018-04-0108:00:00;2018-04-01-00:00:00
60,969;2018-04-0208:00:00;2018-04-02-00:00:00
60,739;2018-04-0308:00:00;2018-04-03-00:00:00
60,969;2018-04-0408:00:00;2018-04-04-00:00:00
60,831;2018-04-0508:00:00;2018-04-05-00:00:00
60,443;2018-04-0608:00:00;2018-04-06-00:00:00
59,943;2018-04-0708:00:00;2018-04-07-00:00:00
59,875;2018-04-0808:00:00;2018-04-08-00:00:00
59,671;2018-04-0908:00:00;2018-04-09-00:00:00
59,333;2018-04-1008:00:00;2018-04-10-00:00:00
59,333;2018-04-1108:00:00;2018-04-11-00:00:00
59,671;2018-04-1208:00:00;2018-04-12-00:00:00
59,739;2018-04-1308:00:00;2018-04-13-00:00:00
59,626;2018-04-1408:00:00;2018-04-14-00:00:00
59,401;2018-04-1508:00:00;2018-04-15-00:00:00
59,154;2018-04-1608:00:00;2018-04-16-00:00:00
59,289;2018-04-1708:00:00;2018-04-17-00:00:00
59,333;2018-04-1808:00:00;2018-04-18-00:00:00
59,491;2018-04-1908:00:00;2018-04-19-00:00:00
59,875;2018-04-2008:00:00;2018-04-20-00:00:00
60,192;2018-04-2108:00:00;2018-04-21-00:00:00
60,397;2018-04-2208:00:00;2018-04-22-00:00:00
60,602;2018-04-2308:00:00;2018-04-23-00:00:00
60,739;2018-04-2408:00:00;2018-04-24-00:00:00
61,106;2018-04-2508:00:00;2018-04-25-00:00:00
61,29;2018-04-2608:00:00;2018-04-26-00:00:00
61,29;2018-04-2708:00:00;2018-04-27-00:00:00
61,244;2018-04-2808:00:00;2018-04-28-00:00:00
61,083;2018-04-2908:00:00;2018-04-29-00:00:00
60,785;2018-04-3008:00:00;2018-04-30-00:00:00
60,374;2018-05-0108:00:00;2018-05-01-00:00:00
59,897;2018-05-0208:00:00;2018-05-02-00:00:00
59,671;2018-05-0308:00:00;2018-05-03-00:00:00
59,739;2018-05-0408:00:00;2018-05-04-00:00:00
59,694;2018-05-0508:00:00;2018-05-05-00:00:00
59,671;2018-05-0608:00:00;2018-05-06-00:00:00
59,739;2018-05-0708:00:00;2018-05-07-00:00:00
60,101;2018-05-0908:00:00;2018-05-09-00:00:00
60,397;2018-05-1008:00:00;2018-05-10-00:00:00
60,671;2018-05-1108:00:00;2018-05-11-00:00:00
60,877;2018-05-1208:00:00;2018-05-12-00:00:00
61,037;2018-05-1308:00:00;2018-05-13-00:00:00
61,152;2018-05-1408:00:00;2018-05-14-00:00:00
61,221;2018-05-1508:00:00;2018-05-15-00:00:00
61,244;2018-05-1608:00:00;2018-05-16-00:00:00
61,29;2018-05-1708:00:00;2018-05-17-00:00:00
61,429;2018-05-1808:00:00;2018-05-18-00:00:00
61,498;2018-05-1908:00:00;2018-05-19-00:00:00
61,498;2018-05-2008:00:00;2018-05-20-00:00:00
61,567;2018-05-2108:00:00;2018-05-21-00:00:00
61,613;2018-05-2208:00:00;2018-05-22-00:00:00
61,66;2018-05-2308:00:00;2018-05-23-00:00:00
61,799;2018-05-2408:00:00;2018-05-24-00:00:00
61,938;2018-05-2508:00:00;2018-05-25-00:00:00
62,147;2018-05-2608:00:00;2018-05-26-00:00:00
62,31;2018-05-2708:00:00;2018-05-27-00:00:00
62,45;2018-05-2808:00:00;2018-05-28-00:00:00
62,591;2018-05-2908:00:00;2018-05-29-00:00:00
62,755;2018-05-3008:00:00;2018-05-30-00:00:00
63,084;2018-05-3108:00:00;2018-05-31-00:00:00
63,272;2018-06-0108:00:00;2018-06-01-00:00:00
63,461;2018-06-0208:00:00;2018-06-02-00:00:00
63,77;2018-06-0308:00:00;2018-06-03-00:00:00
64,103;2018-06-0408:00:00;2018-06-04-00:00:00
64,222;2018-06-0508:00:00;2018-06-05-00:00:00
64,198;2018-06-0608:00:00;2018-06-06-00:00:00
64,031;2018-06-0708:00:00;2018-06-07-00:00:00
63,817;2018-06-0808:00:00;2018-06-08-00:00:00
63,746;2018-06-0908:00:00;2018-06-09-00:00:00
63,675;2018-06-1008:00:00;2018-06-10-00:00:00
63,532;2018-06-1108:00:00;2018-06-11-00:00:00
63,675;2018-06-1208:00:00;2018-06-12-00:00:00
63,746;2018-06-1308:00:00;2018-06-13-00:00:00
63,746;2018-06-1408:00:00;2018-06-14-00:00:00
63,746;2018-06-1508:00:00;2018-06-15-00:00:00
63,77;2018-06-1608:00:00;2018-06-16-00:00:00
63,746;2018-06-1708:00:00;2018-06-17-00:00:00
63,675;2018-06-1808:00:00;2018-06-18-00:00:00
63,603;2018-06-1908:00:00;2018-06-19-00:00:00
63,532;2018-06-2008:00:00;2018-06-20-00:00:00
63,414;2018-06-2108:00:00;2018-06-21-00:00:00
63,32;2018-06-2208:00:00;2018-06-22-00:00:00
63,154;2018-06-2308:00:00;2018-06-23-00:00:00
62,896;2018-06-2408:00:00;2018-06-24-00:00:00
62,661;2018-06-2508:00:00;2018-06-25-00:00:00
62,427;2018-06-2608:00:00;2018-06-26-00:00:00
62,17;2018-06-2708:00:00;2018-06-27-00:00:00
61,868;2018-06-2808:00:00;2018-06-28-00:00:00
61,66;2018-06-2908:00:00;2018-06-29-00:00:00
61,383;2018-06-3008:00:00;2018-06-30-00:00:00
61,083;2018-07-0108:00:00;2018-07-01-00:00:00
60,785;2018-07-0208:00:00;2018-07-02-00:00:00
60,511;2018-07-0308:00:00;2018-07-03-00:00:00
60,238;2018-07-0408:00:00;2018-07-04-00:00:00
59,943;2018-07-0508:00:00;2018-07-05-00:00:00
59,604;2018-07-0608:00:00;2018-07-06-00:00:00
59,333;2018-07-0708:00:00;2018-07-07-00:00:00
59,066;2018-07-0808:00:00;2018-07-08-00:00:00
58,774;2018-07-0908:00:00;2018-07-09-00:00:00
58,506;2018-07-1008:00:00;2018-07-10-00:00:00
58,173;2018-07-1108:00:00;2018-07-11-00:00:00
57,908;2018-07-1208:00:00;2018-07-12-00:00:00
57,577;2018-07-1308:00:00;2018-07-13-00:00:00
57,358;2018-07-1408:00:00;2018-07-14-00:00:00
57,073;2018-07-1508:00:00;2018-07-15-00:00:00
56,746;2018-07-1608:00:00;2018-07-16-00:00:00
56,529;2018-07-1708:00:00;2018-07-17-00:00:00
56,356;2018-07-1808:00:00;2018-07-18-00:00:00
56,161;2018-07-1908:00:00;2018-07-19-00:00:00
55,924;2018-07-2008:00:00;2018-07-20-00:00:00
55,752;2018-07-2108:00:00;2018-07-21-00:00:00
55,559;2018-07-2208:00:00;2018-07-22-00:00:00
55,367;2018-07-2308:00:00;2018-07-23-00:00:00
55,025;2018-07-2408:00:00;2018-07-24-00:00:00
54,686;2018-07-2508:00:00;2018-07-25-00:00:00
54,348;2018-07-2608:00:00;2018-07-26-00:00:00
53,99;2018-07-2708:00:00;2018-07-27-00:00:00
53,634;2018-07-2808:00:00;2018-07-28-00:00:00
53,28;2018-07-2908:00:00;2018-07-29-00:00:00
52,927;2018-07-3008:00:00;2018-07-30-00:00:00
52,556;2018-07-3108:00:00;2018-07-31-00:00:00
52,124;2018-08-0108:00:00;2018-08-01-00:00:00
51,736;2018-08-0208:00:00;2018-08-02-00:00:00
51,371;2018-08-0308:00:00;2018-08-03-00:00:00
50,986;2018-08-0408:00:00;2018-08-04-00:00:00
50,604;2018-08-0508:00:00;2018-08-05-00:00:00
50,204;2018-08-0608:00:00;2018-08-06-00:00:00
49,826;2018-08-0708:00:00;2018-08-07-00:00:00
49,39;2018-08-0808:00:00;2018-08-08-00:00:00
48,977;2018-08-0908:00:00;2018-08-09-00:00:00
48,586;2018-08-1008:00:00;2018-08-10-00:00:00
48,235;2018-08-1108:00:00;2018-08-11-00:00:00
47,829;2018-08-1208:00:00;2018-08-12-00:00:00
47,462;2018-08-1308:00:00;2018-08-13-00:00:00
47,06;2018-08-1408:00:00;2018-08-14-00:00:00
46,641;2018-08-1508:00:00;2018-08-15-00:00:00
46,224;2018-08-1608:00:00;2018-08-16-00:00:00
45,866;2018-08-1708:00:00;2018-08-17-00:00:00
45,417;2018-08-1808:00:00;2018-08-18-00:00:00
45,026;2018-08-1908:00:00;2018-08-19-00:00:00
44,6;2018-08-2008:00:00;2018-08-20-00:00:00
44,214;2018-08-2108:00:00;2018-08-21-00:00:00
43,811;2018-08-2208:00:00;2018-08-22-00:00:00
43,429;2018-08-2308:00:00;2018-08-23-00:00:00
42,995;2018-08-2408:00:00;2018-08-24-00:00:00
42,6;2018-08-2508:00:00;2018-08-25-00:00:00
42,207;2018-08-2608:00:00;2018-08-26-00:00:00
41,816;2018-08-2708:00:00;2018-08-27-00:00:00
41,375;2018-08-2808:00:00;2018-08-28-00:00:00
40,971;2018-08-2908:00:00;2018-08-29-00:00:00
40,57;2018-08-3008:00:00;2018-08-30-00:00:00
40,155;2018-08-3108:00:00;2018-08-31-00:00:00
39,741;2018-09-0108:00:00;2018-09-01-00:00:00
39,314;2018-09-0208:00:00;2018-09-02-00:00:00
38,923;2018-09-0308:00:00;2018-09-03-00:00:00
38,568;2018-09-0408:00:00;2018-09-04-00:00:00
38,199;2018-09-0508:00:00;2018-09-05-00:00:00
37,582;2018-09-0708:00:00;2018-09-07-00:00:00
37,284;2018-09-0808:00:00;2018-09-08-00:00:00
36,971;2018-09-0908:00:00;2018-09-09-00:00:00
36,643;2018-09-1008:00:00;2018-09-10-00:00:00
36,366;2018-09-1108:00:00;2018-09-11-00:00:00
36,09;2018-09-1208:00:00;2018-09-12-00:00:00
35,816;2018-09-1308:00:00;2018-09-13-00:00:00
35,526;2018-09-1408:00:00;2018-09-14-00:00:00
35,238;2018-09-1508:00:00;2018-09-15-00:00:00
34,984;2018-09-1608:00:00;2018-09-16-00:00:00
34,682;2018-09-1708:00:00;2018-09-17-00:00:00
34,414;2018-09-1808:00:00;2018-09-18-00:00:00
34,147;2018-09-1908:00:00;2018-09-19-00:00:00
33,866;2018-09-2008:00:00;2018-09-20-00:00:00
33,57;2018-09-2108:00:00;2018-09-21-00:00:00
33,292;2018-09-2208:00:00;2018-09-22-00:00:00
32,999;2018-09-2308:00:00;2018-09-23-00:00:00
32,723;2018-09-2408:00:00;2018-09-24-00:00:00
32,434;2018-09-2508:00:00;2018-09-25-00:00:00
32,206;2018-09-2608:00:00;2018-09-26-00:00:00
31,964;2018-09-2708:00:00;2018-09-27-00:00:00
31,739;2018-09-2808:00:00;2018-09-28-00:00:00
31,499;2018-09-2908:00:00;2018-09-29-00:00:00
31,23;2018-09-3008:00:00;2018-09-30-00:00:00
30,963;2018-10-0108:00:00;2018-10-01-00:00:00
30,683;2018-10-0208:00:00;2018-10-02-00:00:00
30,447;2018-10-0308:00:00;2018-10-03-00:00:00
30,184;2018-10-0408:00:00;2018-10-04-00:00:00
29,966;2018-10-0508:00:00;2018-10-05-00:00:00
29,69;2018-10-0608:00:00;2018-10-06-00:00:00
29,416;2018-10-0708:00:00;2018-10-07-00:00:00
29,201;2018-10-0808:00:00;2018-10-08-00:00:00
28,944;2018-10-0908:00:00;2018-10-09-00:00:00
28,688;2018-10-1008:00:00;2018-10-10-00:00:00
28,547;2018-10-1108:00:00;2018-10-11-00:00:00
28,363;2018-10-1208:00:00;2018-10-12-00:00:00
28,152;2018-10-1308:00:00;2018-10-13-00:00:00
27,984;2018-10-1408:00:00;2018-10-14-00:00:00
27,775;2018-10-1508:00:00;2018-10-15-00:00:00
27,595;2018-10-1608:00:00;2018-10-16-00:00:00
27,387;2018-10-1708:00:00;2018-10-17-00:00:00
27,208;2018-10-1808:00:00;2018-10-18-00:00:00
27,002;2018-10-1908:00:00;2018-10-19-00:00:00
26,824;2018-10-2008:00:00;2018-10-20-00:00:00
26,633;2018-10-2108:00:00;2018-10-21-00:00:00
26,43;2018-10-2208:00:00;2018-10-22-00:00:00
26,214;2018-10-2308:00:00;2018-10-23-00:00:00
26,079;2018-10-2408:00:00;2018-10-24-00:00:00
25,905;2018-10-2508:00:00;2018-10-25-00:00:00
25,745;2018-10-2608:00:00;2018-10-26-00:00:00
25,585;2018-10-2708:00:00;2018-10-27-00:00:00
25,426;2018-10-2808:00:00;2018-10-28-00:00:00
25,267;2018-10-2908:00:00;2018-10-29-00:00:00
25,135;2018-10-3008:00:00;2018-10-30-00:00:00
24,977;2018-10-3108:00:00;2018-10-31-00:00:00
24,859;2018-11-0108:00:00;2018-11-01-00:00:00
24,729;2018-11-0208:00:00;2018-11-02-00:00:00
24,612;2018-11-0308:00:00;2018-11-03-00:00:00
24,482;2018-11-0408:00:00;2018-11-04-00:00:00
24,365;2018-11-0508:00:00;2018-11-05-00:00:00
24,339;2018-11-0608:00:00;2018-11-06-00:00:00
24,365;2018-11-0708:00:00;2018-11-07-00:00:00
24,443;2018-11-0808:00:00;2018-11-08-00:00:00
24,456;2018-11-0908:00:00;2018-11-09-00:00:00
24,456;2018-11-1008:00:00;2018-11-10-00:00:00
24,925;2018-11-1108:00:00;2018-11-11-00:00:00
25,148;2018-11-1208:00:00;2018-11-12-00:00:00
25,412;2018-11-1308:00:00;2018-11-13-00:00:00
25,585;2018-11-1408:00:00;2018-11-14-00:00:00
25,678;2018-11-1508:00:00;2018-11-15-00:00:00
25,745;2018-11-1608:00:00;2018-11-16-00:00:00
25,785;2018-11-1708:00:00;2018-11-17-00:00:00
25,798;2018-11-1808:00:00;2018-11-18-00:00:00
25,825;2018-11-1908:00:00;2018-11-19-00:00:00
25,825;2018-11-2008:00:00;2018-11-20-00:00:00
26,012;2018-11-2108:00:00;2018-11-21-00:00:00
26,362;2018-11-2208:00:00;2018-11-22-00:00:00
26,579;2018-11-2308:00:00;2018-11-23-00:00:00
26,783;2018-11-2408:00:00;2018-11-24-00:00:00
26,974;2018-11-2508:00:00;2018-11-25-00:00:00
27,442;2018-11-2608:00:00;2018-11-26-00:00:00
27,817;2018-11-2708:00:00;2018-11-27-00:00:00
28,068;2018-11-2808:00:00;2018-11-28-00:00:00
28,251;2018-11-2908:00:00;2018-11-29-00:00:00
28,462;2018-11-3008:00:00;2018-11-30-00:00:00
28,646;2018-12-0108:00:00;2018-12-01-00:00:00
28,816;2018-12-0208:00:00;2018-12-02-00:00:00
28,958;2018-12-0308:00:00;2018-12-03-00:00:00
29,087;2018-12-0408:00:00;2018-12-04-00:00:00
29,244;2018-12-0508:00:00;2018-12-05-00:00:00
29,388;2018-12-0608:00:00;2018-12-06-00:00:00
29,488;2018-12-0708:00:00;2018-12-07-00:00:00
29,604;2018-12-0808:00:00;2018-12-08-00:00:00
29,69;2018-12-0908:00:00;2018-12-09-00:00:00
29,734;2018-12-1008:00:00;2018-12-10-00:00:00
29,777;2018-12-1108:00:00;2018-12-11-00:00:00
29,821;2018-12-1208:00:00;2018-12-12-00:00:00
29,864;2018-12-1308:00:00;2018-12-13-00:00:00
30,009;2018-12-1408:00:00;2018-12-14-00:00:00
30,14;2018-12-1508:00:00;2018-12-15-00:00:00
30,374;2018-12-1608:00:00;2018-12-16-00:00:00
32,723;2018-12-1708:00:00;2018-12-17-00:00:00
33,586;2018-12-1808:00:00;2018-12-18-00:00:00
34,194;2018-12-1908:00:00;2018-12-19-00:00:00
34,651;2018-12-2008:00:00;2018-12-20-00:00:00
35,031;2018-12-2108:00:00;2018-12-21-00:00:00
35,382;2018-12-2208:00:00;2018-12-22-00:00:00
35,719;2018-12-2308:00:00;2018-12-23-00:00:00
35,961;2018-12-2408:00:00;2018-12-24-00:00:00
36,188;2018-12-2508:00:00;2018-12-25-00:00:00
36,383;2018-12-2608:00:00;2018-12-26-00:00:00
36,529;2018-12-2708:00:00;2018-12-27-00:00:00
36,676;2018-12-2808:00:00;2018-12-28-00:00:00
36,823;2018-12-2908:00:00;2018-12-29-00:00:00
36,889;2018-12-3008:00:00;2018-12-30-00:00:00
36,988;2018-12-3108:00:00;2018-12-31-00:00:00
37,07;2019-01-0108:00:00;2019-01-01-00:00:00
37,119;2019-01-0208:00:00;2019-01-02-00:00:00
37,185;2019-01-0308:00:00;2019-01-03-00:00:00
37,234;2019-01-0408:00:00;2019-01-04-00:00:00
37,251;2019-01-0508:00:00;2019-01-05-00:00:00
37,284;2019-01-0608:00:00;2019-01-06-00:00:00
37,333;2019-01-0708:00:00;2019-01-07-00:00:00
37,333;2019-01-0808:00:00;2019-01-08-00:00:00
37,333;2019-01-0908:00:00;2019-01-09-00:00:00
37,35;2019-01-1008:00:00;2019-01-10-00:00:00
37,35;2019-01-1108:00:00;2019-01-11-00:00:00
37,383;2019-01-1208:00:00;2019-01-12-00:00:00
37,383;2019-01-1308:00:00;2019-01-13-00:00:00
37,383;2019-01-1408:00:00;2019-01-14-00:00:00
37,333;2019-01-1508:00:00;2019-01-15-00:00:00
37,284;2019-01-1608:00:00;2019-01-16-00:00:00
37,234;2019-01-1708:00:00;2019-01-17-00:00:00
37,185;2019-01-1808:00:00;2019-01-18-00:00:00
37,119;2019-01-1908:00:00;2019-01-19-00:00:00
37,119;2019-01-2008:00:00;2019-01-20-00:00:00
37,07;2019-01-2108:00:00;2019-01-21-00:00:00
37,037;2019-01-2208:00:00;2019-01-22-00:00:00
37,086;2019-01-2308:00:00;2019-01-23-00:00:00
37,433;2019-01-2408:00:00;2019-01-24-00:00:00
38,316;2019-01-2508:00:00;2019-01-25-00:00:00
38,991;2019-01-2608:00:00;2019-01-26-00:00:00
39,468;2019-01-2708:00:00;2019-01-27-00:00:00
39,827;2019-01-2808:00:00;2019-01-28-00:00:00
40,103;2019-01-2908:00:00;2019-01-29-00:00:00
40,414;2019-01-3008:00:00;2019-01-30-00:00:00
40,867;2019-01-3108:00:00;2019-01-31-00:00:00
45,998;2019-02-0108:00:00;2019-02-01-00:00:00
49,252;2019-02-0208:00:00;2019-02-02-00:00:00
50,886;2019-02-0308:00:00;2019-02-03-00:00:00
51,981;2019-02-0408:00:00;2019-02-04-00:00:00
52,865;2019-02-0508:00:00;2019-02-05-00:00:00
53,655;2019-02-0608:00:00;2019-02-06-00:00:00
54,411;2019-02-0708:00:00;2019-02-07-00:00:00
55,025;2019-02-0808:00:00;2019-02-08-00:00:00
55,666;2019-02-0908:00:00;2019-02-09-00:00:00
56,161;2019-02-1008:00:00;2019-02-10-00:00:00
56,833;2019-02-1108:00:00;2019-02-11-00:00:00
57,468;2019-02-1208:00:00;2019-02-12-00:00:00
57,643;2019-02-1308:00:00;2019-02-13-00:00:00
57,775;2019-02-1408:00:00;2019-02-14-00:00:00
57,886;2019-02-1508:00:00;2019-02-15-00:00:00
57,886;2019-02-1608:00:00;2019-02-16-00:00:00
57,886;2019-02-1708:00:00;2019-02-17-00:00:00
57,886;2019-02-1808:00:00;2019-02-18-00:00:00
57,82;2019-02-1908:00:00;2019-02-19-00:00:00
57,886;2019-02-2008:00:00;2019-02-20-00:00:00
57,886;2019-02-2108:00:00;2019-02-21-00:00:00
57,886;2019-02-2208:00:00;2019-02-22-00:00:00
57,886;2019-02-2308:00:00;2019-02-23-00:00:00
57,82;2019-02-2408:00:00;2019-02-24-00:00:00
57,82;2019-02-2508:00:00;2019-02-25-00:00:00
57,952;2019-02-2608:00:00;2019-02-26-00:00:00
58,151;2019-02-2708:00:00;2019-02-27-00:00:00
58,395;2019-02-2808:00:00;2019-02-28-00:00:00
58,595;2019-03-0108:00:00;2019-03-01-00:00:00
58,774;2019-03-0208:00:00;2019-03-02-00:00:00
58,975;2019-03-0308:00:00;2019-03-03-00:00:00
59,131;2019-03-0408:00:00;2019-03-04-00:00:00
59,333;2019-03-0508:00:00;2019-03-05-00:00:00
59,491;2019-03-0608:00:00;2019-03-06-00:00:00
59,897;2019-03-0708:00:00;2019-03-07-00:00:00
60,238;2019-03-0808:00:00;2019-03-08-00:00:00
60,511;2019-03-0908:00:00;2019-03-09-00:00:00
60,785;2019-03-1008:00:00;2019-03-10-00:00:00
61,014;2019-03-1108:00:00;2019-03-11-00:00:00
61,244;2019-03-1208:00:00;2019-03-12-00:00:00
61,452;2019-03-1308:00:00;2019-03-13-00:00:00
61,66;2019-03-1408:00:00;2019-03-14-00:00:00
61,822;2019-03-1508:00:00;2019-03-15-00:00:00
61,961;2019-03-1608:00:00;2019-03-16-00:00:00
62,147;2019-03-1708:00:00;2019-03-17-00:00:00
62,217;2019-03-1808:00:00;2019-03-18-00:00:00
62,31;2019-03-1908:00:00;2019-03-19-00:00:00
62,38;2019-03-2008:00:00;2019-03-20-00:00:00
62,427;2019-03-2108:00:00;2019-03-21-00:00:00
62,45;2019-03-2208:00:00;2019-03-22-00:00:00
62,427;2019-03-2308:00:00;2019-03-23-00:00:00
62,38;2019-03-2408:00:00;2019-03-24-00:00:00
62,427;2019-03-2508:00:00;2019-03-25-00:00:00
62,357;2019-03-2608:00:00;2019-03-26-00:00:00
62,357;2019-03-2708:00:00;2019-03-27-00:00:00
62,31;2019-03-2808:00:00;2019-03-28-00:00:00
62,287;2019-03-2908:00:00;2019-03-29-00:00:00
62,287;2019-03-3008:00:00;2019-03-30-00:00:00
62,217;2019-03-3108:00:00;2019-03-31-00:00:00
62,217;2019-04-0108:00:00;2019-04-01-00:00:00
62,101;2019-04-0208:00:00;2019-04-02-00:00:00
62,101;2019-04-0308:00:00;2019-04-03-00:00:00
62,077;2019-04-0408:00:00;2019-04-04-00:00:00
62,031;2019-04-0508:00:00;2019-04-05-00:00:00
62,008;2019-04-0608:00:00;2019-04-06-00:00:00
62,008;2019-04-0708:00:00;2019-04-07-00:00:00
61,961;2019-04-0808:00:00;2019-04-08-00:00:00
62,008;2019-04-0908:00:00;2019-04-09-00:00:00
62,077;2019-04-1008:00:00;2019-04-10-00:00:00
62,17;2019-04-1108:00:00;2019-04-11-00:00:00
62,24;2019-04-1208:00:00;2019-04-12-00:00:00
62,31;2019-04-1308:00:00;2019-04-13-00:00:00
62,357;2019-04-1408:00:00;2019-04-14-00:00:00
62,427;2019-04-1508:00:00;2019-04-15-00:00:00
;;2019-04-16-00:00:00
62,731;2019-04-1708:00:00;2019-04-17-00:00:00
62,896;2019-04-1808:00:00;2019-04-18-00:00:00
63,013;2019-04-1908:00:00;2019-04-19-00:00:00
62,755;2019-04-2008:00:00;2019-04-20-00:00:00
62,684;2019-04-2108:00:00;2019-04-21-00:00:00
62,661;2019-04-2208:00:00;2019-04-22-00:00:00
62,731;2019-04-2308:00:00;2019-04-23-00:00:00
62,943;2019-04-2408:00:00;2019-04-24-00:00:00
64,341;2019-04-2508:00:00;2019-04-25-00:00:00
63,343;2019-04-2608:00:00;2019-04-26-00:00:00
